RTI_ID,Filing_Date,Year,Month,Month_Name,Quarter,Department,Category,Applicant_Type,State,Mode_of_Filing,PIO_Assigned,Response_Date,Response_Time_Days,Response_Status,Disposal_Type,Rejection_Reason,First_Appeal_Filed,First_Appeal_Date,First_Appeal_Outcome,Second_Appeal_CIC,Second_Appeal_Outcome,Is_Repeat_Filer,Compliant_Response,Breach_Days,Filing_YearMonth,Financial_Year,Escalated_to_CIC,Proactive_Disclosure_Candidate
HPCL-RTI-00306,2014-07-21,2014,7,July,Q3,"Health, Safety & Environment",Environmental Compliance,Individual Citizen,Delhi,Offline (In-Person),PIO-008,2014-08-11,21,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-07,FY 2014-15,No,No
HPCL-RTI-00307,2014-11-24,2014,11,November,Q4,Vizag Refinery,Refinery Operations & Output,Individual Citizen,Andhra Pradesh,Online (RTI Online Portal),PIO-010,2014-12-30,36,Responded – Delayed (31–60 days),Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2015-01-23,Rejected,Yes,Partially Upheld by CIC,Yes,No,6,2014-11,FY 2014-15,Yes,No
HPCL-RTI-00308,2014-10-25,2014,10,October,Q4,Projects & Pipelines,Expenditure Details,NGO / Civil Society,Uttar Pradesh,Offline (In-Person),PIO-001,2014-11-13,19,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00309,2014-09-23,2014,9,September,Q3,Procurement & Materials,Policy & Service Rules,NGO / Civil Society,Haryana,Offline (In-Person),PIO-004,2014-10-20,27,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00310,2014-05-04,2014,5,May,Q2,HR & Personnel,Policy & Service Rules,Business Entity,Haryana,Offline (In-Person),PIO-010,2014-05-25,21,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-05,FY 2014-15,No,No
HPCL-RTI-00311,2014-01-09,2014,1,January,Q1,Procurement & Materials,Expenditure Details,Individual Citizen,Tamil Nadu,By Post,PIO-005,2014-01-30,21,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-01,FY 2013-14,No,No
HPCL-RTI-00312,2014-01-28,2014,1,January,Q1,Mumbai Refinery,Tender & Contract Details,Individual Citizen,Andhra Pradesh,Online (RTI Online Portal),PIO-001,2014-03-04,35,Responded – Delayed (31–60 days),Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,5,2014-01,FY 2013-14,No,Yes
HPCL-RTI-00313,2014-05-13,2014,5,May,Q2,Projects & Pipelines,Environmental Compliance,Journalist / Media,Karnataka,Online (RTI Online Portal),PIO-012,2014-06-15,33,Responded – Delayed (31–60 days),Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,3,2014-05,FY 2014-15,No,No
HPCL-RTI-00314,2014-06-22,2014,6,June,Q2,Finance & Accounts,Audit Reports & Observations,NGO / Civil Society,Haryana,By Post,PIO-003,2014-07-20,28,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-06,FY 2014-15,No,No
HPCL-RTI-00315,2014-10-18,2014,10,October,Q4,Mumbai Refinery,Environmental Compliance,Business Entity,Odisha,Offline (In-Person),PIO-004,2014-11-24,37,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,7,2014-10,FY 2014-15,No,No
HPCL-RTI-00316,2014-10-11,2014,10,October,Q4,Finance & Accounts,Policy & Service Rules,Individual Citizen,Haryana,Offline (In-Person),PIO-011,2014-11-01,21,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00317,2014-11-17,2014,11,November,Q4,HR & Personnel,Policy & Service Rules,Individual Citizen,Gujarat,Online (RTI Online Portal),PIO-003,2014-12-16,29,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-11,FY 2014-15,No,No
HPCL-RTI-00318,2014-08-30,2014,8,August,Q3,Corporate Planning & BD,Financial Statements & Budgets,Individual Citizen,Tamil Nadu,By Post,PIO-008,2014-09-15,16,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-08,FY 2014-15,No,No
HPCL-RTI-00319,2014-01-15,2014,1,January,Q1,LPG Division (Indane),LPG Connection & Cylinder Allocation,Individual Citizen,Maharashtra,By Post,PIO-013,2014-02-06,22,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-01,FY 2013-14,No,No
HPCL-RTI-00320,2014-05-31,2014,5,May,Q2,Finance & Accounts,Financial Statements & Budgets,Individual Citizen,Maharashtra,Offline (In-Person),PIO-001,2014-06-20,20,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-05,FY 2014-15,No,No
HPCL-RTI-00321,2014-01-01,2014,1,January,Q1,Procurement & Materials,Vendor Empanelment,Individual Citizen,Madhya Pradesh,Offline (In-Person),PIO-002,2014-01-24,23,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-01,FY 2013-14,No,No
HPCL-RTI-00322,2014-10-10,2014,10,October,Q4,Vigilance,Complaint Status & Outcome,Lawyer / Legal Entity,Karnataka,Offline (In-Person),PIO-011,2014-11-16,37,Responded – Delayed (31–60 days),Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,7,2014-10,FY 2014-15,No,No
HPCL-RTI-00323,2014-05-07,2014,5,May,Q2,HR & Personnel,Pension & Retirement Benefits,Individual Citizen,Gujarat,By Post,PIO-004,2014-05-23,16,Responded On-Time,Rejected,Section 8(1)(e) – Fiduciary Relationship,Yes,2014-06-25,Rejected,No,Not Applicable,No,Yes,0,2014-05,FY 2014-15,No,No
HPCL-RTI-00324,2014-08-25,2014,8,August,Q3,Retail Marketing,Petrol Pump Dealership Allotment,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-001,2014-09-29,35,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,5,2014-08,FY 2014-15,No,Yes
HPCL-RTI-00325,2014-02-09,2014,2,February,Q1,Finance & Accounts,Expenditure Details,Individual Citizen,Tamil Nadu,Online (RTI Online Portal),PIO-007,2014-02-22,13,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-02,FY 2013-14,No,No
HPCL-RTI-00326,2014-08-05,2014,8,August,Q3,Finance & Accounts,Financial Statements & Budgets,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-013,2014-08-16,11,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-08,FY 2014-15,No,No
HPCL-RTI-00327,2014-03-17,2014,3,March,Q1,Legal & Secretarial,Policy & Service Rules,Journalist / Media,Gujarat,Online (RTI Online Portal),PIO-008,2014-04-19,33,Responded – Delayed (31–60 days),Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,3,2014-03,FY 2013-14,No,No
HPCL-RTI-00328,2014-03-01,2014,3,March,Q1,Procurement & Materials,Tender & Contract Details,NGO / Civil Society,Uttar Pradesh,Online (RTI Online Portal),PIO-002,2014-03-31,30,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-03,FY 2013-14,No,Yes
HPCL-RTI-00329,2014-09-15,2014,9,September,Q3,Corporate Planning & BD,Corporate Strategy Documents,Individual Citizen,Maharashtra,By Post,PIO-001,2014-10-08,23,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00330,2014-02-28,2014,2,February,Q1,Projects & Pipelines,Project Status & Timelines,Individual Citizen,Maharashtra,Offline (In-Person),PIO-006,2014-03-31,31,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,1,2014-02,FY 2013-14,No,No
HPCL-RTI-00331,2014-11-03,2014,11,November,Q4,Finance & Accounts,Audit Reports & Observations,Individual Citizen,Telangana,By Post,PIO-005,2014-11-24,21,Responded On-Time,Rejected,Section 8(1)(e) – Fiduciary Relationship,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-11,FY 2014-15,No,No
HPCL-RTI-00332,2014-11-06,2014,11,November,Q4,HR & Personnel,Policy & Service Rules,Lawyer / Legal Entity,Himachal Pradesh,By Post,PIO-002,2014-11-21,15,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-11,FY 2014-15,No,No
HPCL-RTI-00333,2014-09-06,2014,9,September,Q3,Procurement & Materials,Expenditure Details,Individual Citizen,Madhya Pradesh,By Post,PIO-012,2014-09-29,23,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00334,2014-02-14,2014,2,February,Q1,Finance & Accounts,Financial Statements & Budgets,Individual Citizen,Andhra Pradesh,By Post,PIO-011,2014-03-01,15,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-02,FY 2013-14,No,No
HPCL-RTI-00335,2014-03-31,2014,3,March,Q1,Procurement & Materials,Expenditure Details,Individual Citizen,Tamil Nadu,Offline (In-Person),PIO-007,2014-05-01,31,Responded – Delayed (31–60 days),Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,1,2014-03,FY 2013-14,No,No
HPCL-RTI-00336,2014-09-13,2014,9,September,Q3,HR & Personnel,Salary & Pay Details,NGO / Civil Society,Uttar Pradesh,Online (RTI Online Portal),PIO-003,2014-10-05,22,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00337,2014-02-25,2014,2,February,Q1,Retail Marketing,Dealer/Distributor Grievances,Individual Citizen,Gujarat,Offline (In-Person),PIO-009,2014-03-10,13,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-02,FY 2013-14,No,No
HPCL-RTI-00338,2014-06-26,2014,6,June,Q2,Retail Marketing,Petrol Pump Dealership Allotment,NGO / Civil Society,Telangana,Online (RTI Online Portal),PIO-008,2014-07-13,17,Responded On-Time,Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2014-07-25,Rejected,Yes,Upheld by CIC,No,Yes,0,2014-06,FY 2014-15,Yes,Yes
HPCL-RTI-00339,2014-08-10,2014,8,August,Q3,"Health, Safety & Environment",Incident/Accident Reports,Journalist / Media,Telangana,Offline (In-Person),PIO-001,2014-09-03,24,Responded On-Time,Rejected,Section 8(1)(h) – Impede Investigation/Prosecution,Yes,2014-10-22,Rejected,No,Not Applicable,No,Yes,0,2014-08,FY 2014-15,No,No
HPCL-RTI-00340,2014-06-04,2014,6,June,Q2,Projects & Pipelines,Tender & Contract Details,Individual Citizen,Andhra Pradesh,Offline (In-Person),PIO-013,2014-06-24,20,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-06,FY 2014-15,No,Yes
HPCL-RTI-00341,2014-01-06,2014,1,January,Q1,Retail Marketing,Fuel Pricing & Policy,Individual Citizen,Uttar Pradesh,Online (RTI Online Portal),PIO-007,2014-01-19,13,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-01,FY 2013-14,No,No
HPCL-RTI-00342,2014-04-25,2014,4,April,Q2,Finance & Accounts,Policy & Service Rules,Individual Citizen,Odisha,Offline (In-Person),PIO-010,2014-05-18,23,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-04,FY 2014-15,No,No
HPCL-RTI-00343,2014-07-02,2014,7,July,Q3,Retail Marketing,Fuel Pricing & Policy,NGO / Civil Society,Delhi,Offline (In-Person),PIO-003,2014-07-23,21,Responded On-Time,Partially Provided,Not Applicable,Yes,2014-08-10,Upheld,No,Not Applicable,No,Yes,0,2014-07,FY 2014-15,No,No
HPCL-RTI-00344,2014-08-11,2014,8,August,Q3,Retail Marketing,Fuel Pricing & Policy,Individual Citizen,Karnataka,By Post,PIO-004,2014-08-27,16,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-08,FY 2014-15,No,No
HPCL-RTI-00345,2014-06-05,2014,6,June,Q2,HR & Personnel,Salary & Pay Details,Journalist / Media,Rajasthan,Offline (In-Person),PIO-012,2014-06-24,19,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-06,FY 2014-15,No,No
HPCL-RTI-00346,2014-07-07,2014,7,July,Q3,LPG Division (Indane),Policy & Service Rules,Journalist / Media,Tamil Nadu,By Post,PIO-003,2014-07-28,21,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-07,FY 2014-15,No,No
HPCL-RTI-00347,2014-07-23,2014,7,July,Q3,Procurement & Materials,Tender & Contract Details,Lawyer / Legal Entity,Karnataka,Offline (In-Person),PIO-011,2014-08-02,10,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-07,FY 2014-15,No,Yes
HPCL-RTI-00348,2014-07-29,2014,7,July,Q3,Vizag Refinery,Refinery Operations & Output,Individual Citizen,Maharashtra,Online (RTI Online Portal),PIO-011,2014-08-09,11,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-07,FY 2014-15,No,No
HPCL-RTI-00349,2014-12-22,2014,12,December,Q4,LPG Division (Indane),LPG Distributorship Allotment,Journalist / Media,Gujarat,By Post,PIO-001,2015-01-05,14,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-12,FY 2014-15,No,Yes
HPCL-RTI-00350,2014-09-18,2014,9,September,Q3,Vizag Refinery,Tender & Contract Details,Individual Citizen,Delhi,By Post,PIO-012,2014-10-10,22,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,Yes
HPCL-RTI-00351,2014-05-31,2014,5,May,Q2,Mumbai Refinery,Incident/Accident Reports,Business Entity,Maharashtra,By Post,PIO-004,2014-06-27,27,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-05,FY 2014-15,No,No
HPCL-RTI-00352,2014-11-30,2014,11,November,Q4,Procurement & Materials,Expenditure Details,Lawyer / Legal Entity,Delhi,Offline (In-Person),PIO-013,2015-01-05,36,Responded – Delayed (31–60 days),Rejected,Section 8(1)(j) – Personal/Private Information,Yes,2015-02-27,Upheld,No,Not Applicable,No,No,6,2014-11,FY 2014-15,No,No
HPCL-RTI-00353,2014-10-04,2014,10,October,Q4,Finance & Accounts,Salary & Pay Details,Individual Citizen,Gujarat,Online (RTI Online Portal),PIO-005,2014-11-01,28,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00354,2014-01-30,2014,1,January,Q1,LPG Division (Indane),LPG Distributorship Allotment,Lawyer / Legal Entity,Uttar Pradesh,By Post,PIO-005,2014-02-17,18,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-01,FY 2013-14,No,Yes
HPCL-RTI-00355,2014-10-11,2014,10,October,Q4,Retail Marketing,Dealer/Distributor Grievances,Individual Citizen,West Bengal,Online (RTI Online Portal),PIO-009,2014-10-30,19,Responded On-Time,Partially Provided,Not Applicable,Yes,2014-11-23,Rejected,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00356,2014-04-25,2014,4,April,Q2,Procurement & Materials,Policy & Service Rules,Business Entity,Punjab,By Post,PIO-001,2014-05-09,14,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-04,FY 2014-15,No,No
HPCL-RTI-00357,2014-09-30,2014,9,September,Q3,Procurement & Materials,Tender & Contract Details,Journalist / Media,Andhra Pradesh,By Post,PIO-002,2014-10-22,22,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,Yes
HPCL-RTI-00358,2014-11-27,2014,11,November,Q4,Mumbai Refinery,Tender & Contract Details,Lawyer / Legal Entity,Telangana,Online (RTI Online Portal),PIO-011,2014-12-19,22,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-11,FY 2014-15,No,Yes
HPCL-RTI-00359,2014-02-25,2014,2,February,Q1,Retail Marketing,Petrol Pump Dealership Allotment,Journalist / Media,Gujarat,Offline (In-Person),PIO-004,2014-03-19,22,Responded On-Time,Rejected,Section 8(1)(d) – Commercial Confidence / IP,Yes,2014-05-02,Rejected,No,Not Applicable,No,Yes,0,2014-02,FY 2013-14,No,Yes
HPCL-RTI-00360,2014-06-27,2014,6,June,Q2,Vigilance,Policy & Service Rules,Journalist / Media,Maharashtra,By Post,PIO-001,2014-07-17,20,Responded On-Time,Information Provided,Not Applicable,Yes,2014-08-12,Rejected,No,Not Applicable,No,Yes,0,2014-06,FY 2014-15,No,No
HPCL-RTI-00361,2014-03-13,2014,3,March,Q1,Finance & Accounts,Salary & Pay Details,Individual Citizen,Maharashtra,Offline (In-Person),PIO-009,2014-04-07,25,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-03,FY 2013-14,No,No
HPCL-RTI-00362,2014-10-02,2014,10,October,Q4,Projects & Pipelines,Project Status & Timelines,Individual Citizen,Delhi,Offline (In-Person),PIO-011,2014-11-11,40,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,10,2014-10,FY 2014-15,No,No
HPCL-RTI-00363,2014-06-13,2014,6,June,Q2,Mumbai Refinery,Refinery Operations & Output,Individual Citizen,Delhi,Online (RTI Online Portal),PIO-007,2014-07-06,23,Responded On-Time,Rejected,Section 8(1)(h) – Impede Investigation/Prosecution,Yes,2014-08-25,Upheld,No,Not Applicable,No,Yes,0,2014-06,FY 2014-15,No,No
HPCL-RTI-00364,2014-12-26,2014,12,December,Q4,Vizag Refinery,Incident/Accident Reports,Business Entity,Maharashtra,By Post,PIO-003,2015-01-23,28,Responded On-Time,Information Provided,Not Applicable,Yes,2015-03-12,Partially Upheld,No,Not Applicable,No,Yes,0,2014-12,FY 2014-15,No,No
HPCL-RTI-00365,2014-01-07,2014,1,January,Q1,Projects & Pipelines,Land Acquisition & Compensation,Individual Citizen,Odisha,By Post,PIO-003,2014-02-08,32,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,2,2014-01,FY 2013-14,No,No
HPCL-RTI-00366,2014-03-06,2014,3,March,Q1,Procurement & Materials,Tender & Contract Details,NGO / Civil Society,Kerala,By Post,PIO-008,2014-03-25,19,Responded On-Time,Partially Provided,Not Applicable,Yes,2014-05-16,Upheld,No,Not Applicable,Yes,Yes,0,2014-03,FY 2013-14,No,Yes
HPCL-RTI-00367,2014-10-16,2014,10,October,Q4,Vigilance,Complaint Status & Outcome,Individual Citizen,Uttar Pradesh,Online (RTI Online Portal),PIO-010,2014-11-18,33,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,3,2014-10,FY 2014-15,No,No
HPCL-RTI-00368,2014-04-22,2014,4,April,Q2,LPG Division (Indane),Policy & Service Rules,Individual Citizen,Karnataka,By Post,PIO-007,2014-05-12,20,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-04,FY 2014-15,No,No
HPCL-RTI-00369,2014-09-21,2014,9,September,Q3,Finance & Accounts,Audit Reports & Observations,Individual Citizen,Rajasthan,By Post,PIO-008,2014-10-13,22,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00370,2014-02-21,2014,2,February,Q1,Procurement & Materials,Expenditure Details,NGO / Civil Society,Maharashtra,Offline (In-Person),PIO-005,2014-03-09,16,Responded On-Time,Rejected,Section 8(1)(e) – Fiduciary Relationship,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-02,FY 2013-14,No,No
HPCL-RTI-00371,2014-11-21,2014,11,November,Q4,HR & Personnel,Salary & Pay Details,Individual Citizen,West Bengal,Online (RTI Online Portal),PIO-001,2014-12-14,23,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-11,FY 2014-15,No,No
HPCL-RTI-00372,2014-06-25,2014,6,June,Q2,HR & Personnel,Pension & Retirement Benefits,Individual Citizen,West Bengal,By Post,PIO-005,2014-07-22,27,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-06,FY 2014-15,No,No
HPCL-RTI-00373,2014-05-01,2014,5,May,Q2,Procurement & Materials,Vendor Empanelment,Lawyer / Legal Entity,Maharashtra,Online (RTI Online Portal),PIO-010,2014-06-05,35,Responded – Delayed (31–60 days),Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,5,2014-05,FY 2014-15,No,No
HPCL-RTI-00374,2014-10-16,2014,10,October,Q4,Vigilance,Vigilance & Investigation Matters,Individual Citizen,Delhi,Online (RTI Online Portal),PIO-006,2014-11-26,41,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,11,2014-10,FY 2014-15,No,No
HPCL-RTI-00375,2014-10-13,2014,10,October,Q4,Finance & Accounts,Salary & Pay Details,NGO / Civil Society,Maharashtra,Offline (In-Person),PIO-002,2014-11-20,38,Responded – Delayed (31–60 days),Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,8,2014-10,FY 2014-15,No,No
HPCL-RTI-00376,2014-11-09,2014,11,November,Q4,Retail Marketing,Policy & Service Rules,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-011,2014-11-23,14,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-11,FY 2014-15,No,No
HPCL-RTI-00377,2014-12-08,2014,12,December,Q4,Retail Marketing,Tender & Contracts,Lawyer / Legal Entity,Andhra Pradesh,By Post,PIO-010,2015-01-03,26,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-12,FY 2014-15,No,No
HPCL-RTI-00378,2014-03-17,2014,3,March,Q1,Procurement & Materials,Vendor Empanelment,Individual Citizen,Maharashtra,Offline (In-Person),PIO-002,2014-04-10,24,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-03,FY 2013-14,No,No
HPCL-RTI-00379,2014-02-22,2014,2,February,Q1,Finance & Accounts,Expenditure Details,Individual Citizen,Uttar Pradesh,Offline (In-Person),PIO-004,2014-04-02,39,Responded – Delayed (31–60 days),Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,No,9,2014-02,FY 2013-14,No,No
HPCL-RTI-00380,2014-08-02,2014,8,August,Q3,"Health, Safety & Environment",Incident/Accident Reports,Individual Citizen,Gujarat,Online (RTI Online Portal),PIO-007,2014-08-16,14,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-08,FY 2014-15,No,No
HPCL-RTI-00381,2014-09-22,2014,9,September,Q3,Mumbai Refinery,Refinery Operations & Output,Individual Citizen,Karnataka,Offline (In-Person),PIO-008,2014-10-08,16,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00382,2014-10-27,2014,10,October,Q4,Mumbai Refinery,Tender & Contract Details,Journalist / Media,Gujarat,By Post,PIO-006,2014-11-15,19,Responded On-Time,Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-10,FY 2014-15,No,Yes
HPCL-RTI-00383,2014-05-05,2014,5,May,Q2,HR & Personnel,Recruitment & Selection,Individual Citizen,Odisha,By Post,PIO-003,2014-05-10,5,Responded On-Time,Partially Provided,Not Applicable,Yes,2014-06-28,Rejected,No,Not Applicable,No,Yes,0,2014-05,FY 2014-15,No,Yes
HPCL-RTI-00384,2014-10-03,2014,10,October,Q4,Retail Marketing,Dealer/Distributor Grievances,NGO / Civil Society,Delhi,Online (RTI Online Portal),PIO-013,2014-10-18,15,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-10,FY 2014-15,No,No
HPCL-RTI-00385,2014-11-23,2014,11,November,Q4,Retail Marketing,Dealer/Distributor Grievances,Business Entity,Delhi,By Post,PIO-006,2014-12-07,14,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-11,FY 2014-15,No,No
HPCL-RTI-00386,2014-09-04,2014,9,September,Q3,Finance & Accounts,Audit Reports & Observations,Individual Citizen,Gujarat,By Post,PIO-005,2014-09-26,22,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-09,FY 2014-15,No,No
HPCL-RTI-00387,2014-01-24,2014,1,January,Q1,Mumbai Refinery,Tender & Contract Details,Individual Citizen,Delhi,Offline (In-Person),PIO-004,2014-02-21,28,Responded On-Time,Partially Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-01,FY 2013-14,No,Yes
HPCL-RTI-00388,2014-02-21,2014,2,February,Q1,Retail Marketing,Tender & Contracts,NGO / Civil Society,Telangana,Offline (In-Person),PIO-005,2014-03-27,34,Responded – Delayed (31–60 days),Transferred to Concerned Department,Not Applicable,No,,Not Applicable,No,Not Applicable,No,No,4,2014-02,FY 2013-14,No,No
HPCL-RTI-00389,2014-07-18,2014,7,July,Q3,Retail Marketing,Tender & Contracts,Individual Citizen,Delhi,By Post,PIO-010,2014-08-14,27,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-07,FY 2014-15,No,No
HPCL-RTI-00390,2014-11-22,2014,11,November,Q4,HR & Personnel,Recruitment & Selection,Individual Citizen,Tamil Nadu,Online (RTI Online Portal),PIO-004,2014-12-10,18,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,No,Yes,0,2014-11,FY 2014-15,No,Yes
HPCL-RTI-00391,2014-08-22,2014,8,August,Q3,Projects & Pipelines,Tender & Contract Details,Individual Citizen,Uttar Pradesh,By Post,PIO-003,2014-09-07,16,Responded On-Time,Information Provided,Not Applicable,No,,Not Applicable,No,Not Applicable,Yes,Yes,0,2014-08,FY 2014-15,No,Yes
